KELP_BETA,KELP_MM_EDGE,KELP_TAKE_WIDTH,RESIN_MM_EDGE,RESIN_TAKE_WIDTH,profit
0.5781646379369733,9.290325247292776,7.555574755473754,1.1886489875220774,9.88127202784316,40681
0.19472645685670986,9.031256299516963,3.8417181984737594,1.080757893338665,9.784540478640597,39142
0.1303718268445111,5.068387251896569,2.613418603269557,1.1128519501809986,9.7388644526484,39600
0.5794421044164806,7.134742545394192,1.227622467545637,4.703543385708313,9.72989115731843,13772
0.8767432409115757,2.3558358279817337,5.9367091183777685,1.1205313488122313,9.463363625473391,46043
0.018988939589665632,1.5838913456085528,9.218741211722286,1.302610280701748,9.817481123645697,58295
0.2441519232581436,1.1983501296252679,8.019258748045754,1.192371357208048,7.292864249013317,61410
0.39372125047845463,1.2869653485506367,9.724705112404466,1.2075140009611809,4.253915027119396,62099
0.15008001301085105,1.0307488446167636,9.773464015762112,1.384310182439692,6.254308208316938,63414
0.18548083712222352,1.6706392463465713,8.657373718950506,1.171844129234495,1.1263052137224558,30947
0.14210786705178868,1.9903148529797718,7.366055257992785,1.068095107858019,5.208366830892167,54516
0.8200814694713366,1.4847654117184468,9.213771891537977,1.2243790593538721,6.022973700629444,61318
0.514026473691656,1.0360201310382533,2.632831470458928,9.929308377742476,1.4564409095364277,19288
0.07920970654502191,1.018778975061507,9.497204035995004,1.2285716211518363,8.749941205256977,61358
0.5241590499775861,1.0563119336272684,9.5590204065006,2.428738515304022,4.162395948914477,36687
0.10913734637617256,2.4536577086270936,9.545082780985567,1.246338052256196,5.482153268907023,47703
0.187072802591006,8.813155440771471,1.1683267758594922,1.116724742131079,1.7712482019786309,9828
0.20315808211748798,1.2758604320460405,1.176151739042318,1.0009836200067028,9.423454126726813,58725
0.11166368020239315,1.1270588411219067,1.0562945223759228,3.61686570836595,9.547760605973831,44568
0.6845217361833733,1.1635694897579647,1.5045633668470673,1.1034322204522393,7.477592026218788,60807
0.5023228218926853,1.0845142228613875,1.4726762162746971,1.0857913654601095,2.2179180804573972,59367
0.22967986204652946,1.0904826292989418,1.937898396286893,1.1299513383154545,4.548748199683849,59827
0.0628643936860791,1.1115084781532554,3.9963229394599065,1.0821116322597877,6.035209078232305,59300
0.24375775660208732,8.696949300618677,9.98958697318435,8.908656652417804,9.930410096045652,0
0.1785082827316513,1.219702305505236,3.983279533490311,1.0366885242843638,2.7827082163685426,59236
0.21942212120279336,1.783482403240945,1.2585160510841487,9.44802303904163,9.931157410601807,19350
0.9689689392954928,1.0488040795353815,5.752507349698138,1.0465443214516266,4.6920941646459795,59750
0.18140998296970934,2.6498319057053026,1.0949512272736404,1.014325206020168,6.808438738251201,41474
0.749849506840268,1.7035243712702135,2.7368572027047953,1.032853089287801,9.461319504998377,58918
0.9636597118148014,1.155210403810177,9.715552570252143,1.082790881308708,9.272214195419783,60273
0.917660653135662,1.1162500039249885,9.865223324312508,3.379141169579476,9.90672521944038,44815
0.5826404978866513,1.1211680384082063,9.878322795077397,1.0530304737919503,7.185636120268198,59739
1.0,10.0,1.0,10.0,10.0,0
0.20666209057613738,1.0033310844430252,9.135161010740847,1.0902768757871275,4.678118483391932,58135
0.2717284219491791,9.917559477927517,1.2177631436753917,9.343793280188612,1.0461446749025336,0
0.2577284701792717,2.565849851092356,3.508226205104943,1.0331729871250879,1.0440016375620844,12674
0.8078586294547232,1.170656750659722,9.197518191783372,9.854778097108673,1.401707178808786,22459
0.22809328002295703,1.005854203438203,1.0918350037960676,3.1670664551143153,1.9815316118318123,37656
0.09988542499369946,1.0836132716796723,4.065228846978011,1.0173684104249014,8.768214473810355,58525
0.9162675265487098,1.179785098651093,3.2712531753307754,1.0276496202081682,4.187129977291224,59580
0.23214480129603876,1.1329989132483322,5.736289391771263,3.4033249140119164,9.956801301435494,43798
0.9330095222213318,1.0057421214244318,6.876606456097415,1.5738080628111577,7.035579236144785,66640
0.8475033543815116,1.6576864962980986,5.69775232472134,1.1229876933224725,6.830624460162185,59556
0.16310230912183654,1.055864994228461,5.956920564975825,1.0651074080711194,6.918238650882586,58583
0.8474762783047074,1.0126771337389007,3.1964321117734587,1.7973295456032374,8.318001717099103,69623
0.7837978874991118,1.077975156170096,2.4995847426715043,2.799962915666212,8.105785036384333,40348
0.8732062434338148,1.0526305999066554,7.049406369827718,1.8465536578281367,8.333937588378188,70768
0.862847375611892,1.068638777185992,7.7957619038836805,2.3278974984881797,8.708871339275975,37498
0.7489079499080569,1.261561112613896,5.799346271002295,1.548855133975784,8.42634844779624,67665
0.8397574820622188,1.190186725360968,8.616774141341754,9.930121320871653,9.751104885146617,21586
0.9479837869098563,1.0035040385067848,4.824224662749372,2.454888692687291,7.935936639257481,37360
0.3398135846131136,1.0468173564582395,7.236072885657106,1.0224276328939328,9.95773781425294,57478
0.2719508361725501,3.5330380047961114,4.60814703404538,1.0374883809389965,4.831675095955356,38527
0.8380273837604881,1.8409212877233805,3.042123702184922,1.2135916155033235,7.241870637111755,60329
0.5459331037695341,1.166325950961471,7.483776885229562,1.0323778666012577,8.41387132873845,59615
0.7004764528774319,6.703235971768661,9.76583072151139,9.890510482398495,1.7101884745051708,0
0.03388413714055738,5.422316502764984,1.8580214144254832,9.989963950411536,5.89810856533175,29
0.01517886109995259,1.2415696569638224,2.481067650823989,1.0254783556649798,8.473164099705524,54723
0.664973670650335,3.46063279281541,9.824835166796452,1.1707854658462122,9.381443151004556,40418
0.9100501707103045,9.80343415530942,1.04881717898439,1.5896924323538846,7.714333866827906,46409
0.19798051662900606,9.836051223896769,4.141866826831038,1.514420566878118,6.549818931455939,45334
0.7882962869545672,9.539832523408583,5.848425414092162,4.507661028320444,9.701955636955699,13199
0.4128036871259262,4.7568450077952615,9.73954247434349,1.0061741776309456,2.8718056270373156,38466
0.8306325305858908,7.228249203011831,2.2670301909855777,1.0069735119051413,6.136436763227529,38088
0.29657194389770625,9.843390877557297,1.1628711646638643,3.388882331699551,5.330253521553043,23333
0.6319627263377886,2.8727591878660608,1.1549516473290922,1.085848217040012,9.911602441874486,39361
